video_id,nicho_tribu,producto_mercadona,titulo,hashtags,url_video,fecha_publicacion,vistas,likes,comentarios
V04364,Vegano,Hamburguesas Vegetales (Sabor X),Postres Veganos Ricos y Rápidos,"#mercadona, #singluten, #plantbased, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/723711952103930960,2025-09-23 14:04:48,179565,5792,627
V04365,Familia Numerosa,Arroz Redondo (Saco 5kg),Recetas de Pasta que Encantan a Todos,"#granel, #comprasemanal, #packahorro, #organizacion, #mercadona",https://www.tiktok.com/@misfamiliafood/video/713650406010148987,2025-06-05 14:04:48,15033,909,75
V04366,Vegano,Hummus Clásico,Postres Veganos Ricos y Rápidos,"#vegano, #recetasveganas, #singluten, #mercadona, #mercadona",https://www.tiktok.com/@veganlife_es/video/723898059075366847,2025-07-15 14:04:48,67370,5194,373
V04367,Vegano,Bebida de Avena BIO,Tofu Revuelto Épico,"#vegano, #plantbased, #bebidadeavenabio",https://www.tiktok.com/@veganlife_es/video/757740696870763157,2025-07-12 14:04:48,55072,1328,195
V04368,Vegano,Bebida de Avena BIO,Alternativas Vegetales TOP en el Súper,"#mercadona, #singluten, #recetasveganas, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/737303486110157965,2025-09-27 14:04:48,198284,4611,576
V04369,Eco-Friendly,Detergente Ecológico,Alternativas Sostenibles en el Baño,"#ecofriendly, #zerowaste, #detergenteecológico",https://www.tiktok.com/@eco_hacks/video/706695783963983456,2025-08-30 14:04:48,5280,351,51
V04370,Eco-Friendly,Champú Sólido,Productos Zero Waste de Mercadona,"#bio, #zerowaste, #hacendado, #champúsólido",https://www.tiktok.com/@eco_hacks/video/756510929549048233,2025-10-07 14:04:48,5067,296,32
V04371,Celíaco/Intolerancias,Pan Tostado Sin Gluten,Postres aptos para Celíacos,"#sinlactosa, #glutenfree",https://www.tiktok.com/@celiaco_reviews/video/725210315984365554,2025-10-26 14:04:48,29125,1798,137
V04372,Gym Enthusiast,Pechuga de Pavo Loncheada,La Mejor Proteína Barata de Hacendado,"#proteina, #mercadona, #volumen, #gymtok, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/718683154658007267,2025-07-06 14:04:48,76952,4232,214
V04373,Familia Numerosa,Pasta Espagueti (1kg),Compra Mensual en Mercadona (MAXI CESTA),"#familia, #comprasemanal, #organizacion, #mercadona",https://www.tiktok.com/@misfamiliafood/video/741697786403466161,2025-05-20 14:04:48,43716,1461,99
V04374,Familia Numerosa,Detergente Lavadora Formato XL,Compra Mensual en Mercadona (MAXI CESTA),"#organizacion, #comprasemanal, #granel, #mercadona, #hacendado, #detergentelavadoraformatoxl",https://www.tiktok.com/@misfamiliafood/video/779197606539902729,2025-08-12 14:04:48,32714,1687,204
V04375,Vegano,Hummus Clásico,Tofu Revuelto Épico,"#recetasveganas, #mercadona, #plantbased, #mercadona, #hacendado, #hummusclásico",https://www.tiktok.com/@veganlife_es/video/700020790418337602,2025-08-14 14:04:48,28708,945,103
V04376,Vegano,Hummus Clásico,Alternativas Vegetales TOP en el Súper,"#recetasveganas, #tofu, #plantbased, #singluten",https://www.tiktok.com/@veganlife_es/video/750095309907492760,2025-10-01 14:04:48,63492,3665,487
V04377,Vegano,Tofu Ecológico Hacendado,Postres Veganos Ricos y Rápidos,"#mercadona, #singluten, #tofu, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/711850528269276416,2025-07-30 14:04:48,67205,4703,446
V04378,Conveniente/Express,Tortilla de Patatas Envasada,Tuppers de la Semana para Solteros,"#rapido, #comidapreparada, #mercadona, #hacendado, #tortilladepatatasenvasada",https://www.tiktok.com/@quickmeals_es/video/796023750299624320,2025-05-20 14:04:48,101532,7222,907
V04379,Eco-Friendly,Champú Sólido,Alternativas Sostenibles en el Baño,"#ecofriendly, #productosverdes, #hacendado",https://www.tiktok.com/@eco_hacks/video/778019793673368147,2025-11-08 14:04:48,35669,1423,152
V04380,Celíaco/Intolerancias,Pan Tostado Sin Gluten,Postres aptos para Celíacos,"#apto, #sinlactosa, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/725834505563404188,2025-10-24 14:04:48,13535,302,39
V04381,Eco-Friendly,Detergente Ecológico,Productos Zero Waste de Mercadona,"#sostenible, #plasticfree, #mercadona, #detergenteecológico",https://www.tiktok.com/@eco_hacks/video/728733993240768569,2025-08-26 14:04:48,41228,2920,283
V04382,Eco-Friendly,Huevos Ecológicos (L),Productos Zero Waste de Mercadona,"#sostenible, #bio, #zerowaste, #mercadona",https://www.tiktok.com/@eco_hacks/video/724887500841006223,2025-05-28 14:04:48,20709,795,86
V04383,Gym Enthusiast,Pechuga de Pavo Loncheada,Receta Post-Entreno Proteica,"#gymtok, #fitness, #volumen, #proteina, #pechugadepavoloncheada",https://www.tiktok.com/@gymfoodie/video/773239299731275058,2025-10-20 14:04:48,189310,8172,1039
V04384,Conveniente/Express,Bandeja de Sushi,Cena por Menos de 5€ y en 5 Minutos,"#soltero, #express, #mercadona",https://www.tiktok.com/@quickmeals_es/video/751868755622162572,2025-10-07 14:04:48,135900,8624,474
V04385,Vegano,Hamburguesas Vegetales (Sabor X),Postres Veganos Ricos y Rápidos,"#recetasveganas, #vegano, #plantbased, #hamburguesasvegetales",https://www.tiktok.com/@veganlife_es/video/712701521602760917,2025-05-18 14:04:48,48785,1057,71
V04386,Conveniente/Express,Bandeja de Sushi,Tuppers de la Semana para Solteros,"#comidapreparada, #rapido, #hacendado",https://www.tiktok.com/@quickmeals_es/video/747620536997128864,2025-07-24 14:04:48,150116,3609,452
V04387,Vegano,Garbanzos Cocidos (Bote),Alternativas Vegetales TOP en el Súper,"#tofu, #vegano, #mercadona, #mercadona, #garbanzoscocidos",https://www.tiktok.com/@veganlife_es/video/741221831741578717,2025-10-05 14:04:48,86388,6670,724
V04388,Familia Numerosa,Arroz Redondo (Saco 5kg),Tuppers para Toda la Semana Familiar,"#familia, #granel, #packahorro, #comprasemanal, #arrozredondo",https://www.tiktok.com/@misfamiliafood/video/716203615915330519,2025-09-14 14:04:48,10399,817,73
V04389,Vegano,Garbanzos Cocidos (Bote),Alternativas Vegetales TOP en el Súper,"#recetasveganas, #plantbased, #mercadona, #garbanzoscocidos",https://www.tiktok.com/@veganlife_es/video/771337751540856178,2025-08-09 14:04:48,69552,2475,182
V04390,Vegano,Hamburguesas Vegetales (Sabor X),Postres Veganos Ricos y Rápidos,"#plantbased, #recetasveganas, #mercadona",https://www.tiktok.com/@veganlife_es/video/707336531444157766,2025-08-18 14:04:48,48156,1893,127
V04391,Vegano,Garbanzos Cocidos (Bote),Alternativas Vegetales TOP en el Súper,"#plantbased, #vegano, #recetasveganas, #singluten, #garbanzoscocidos",https://www.tiktok.com/@veganlife_es/video/799186449760845889,2025-06-09 14:04:48,193020,4815,665
V04392,Celíaco/Intolerancias,Leche Sin Lactosa,Postres aptos para Celíacos,"#celiaco, #apto, #intolerancia, #glutenfree, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/739195118439685032,2025-08-18 14:04:48,13332,797,113
V04393,Gym Enthusiast,Queso Fresco Batido 0%,Receta Post-Entreno Proteica,"#fitness, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/788956319584597259,2025-09-07 14:04:48,203225,10476,674
V04394,Conveniente/Express,Ensalada Completa Lista para Comer,Platos Preparados que Valen la Pena,"#express, #rapido, #comidapreparada, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/794662501555961067,2025-11-07 14:04:48,80626,4412,288
V04395,Vegano,Bebida de Avena BIO,Postres Veganos Ricos y Rápidos,"#singluten, #vegano, #mercadona",https://www.tiktok.com/@veganlife_es/video/753334080947438255,2025-09-10 14:04:48,171268,5842,518
V04396,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),Cena FIT en 10 minutos,"#fitness, #volumen, #gymtok, #mercadona, #barritadeproteínas",https://www.tiktok.com/@gymfoodie/video/715855985722788897,2025-07-18 14:04:48,231890,17172,1869
V04397,Eco-Friendly,Bolsas Reutilizables Fruta,Productos Zero Waste de Mercadona,"#bio, #plasticfree, #bolsasreutilizablesfruta",https://www.tiktok.com/@eco_hacks/video/747533786518623241,2025-09-26 14:04:48,5918,161,13
V04398,Vegano,Hamburguesas Vegetales (Sabor X),Postres Veganos Ricos y Rápidos,"#plantbased, #recetasveganas, #mercadona, #mercadona",https://www.tiktok.com/@veganlife_es/video/749783051148789338,2025-08-22 14:04:48,64396,2573,189
V04399,Eco-Friendly,Huevos Ecológicos (L),Productos Zero Waste de Mercadona,"#bio, #ecofriendly, #mercadona",https://www.tiktok.com/@eco_hacks/video/760583125852728669,2025-08-18 14:04:48,32688,1049,126
V04400,Eco-Friendly,Bolsas Reutilizables Fruta,Mi Compra a Granel,"#bio, #zerowaste, #productosverdes, #ecofriendly, #mercadona",https://www.tiktok.com/@eco_hacks/video/799717213100764509,2025-11-07 14:04:48,25788,1052,136
V04401,Gourmet/Premium,Vino Tinto Reserva,Aceite de Oliva AOVE: El Test,"#delicatessen, #jamon, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/758456013655836313,2025-06-28 14:04:48,24310,1444,141
V04402,Gym Enthusiast,Claras de Huevo,La Mejor Proteína Barata de Hacendado,"#proteina, #volumen, #gymtok, #mercadona, #hacendado, #clarasdehuevo",https://www.tiktok.com/@gymfoodie/video/718141901579342265,2025-10-08 14:04:48,84255,3098,450
V04403,Eco-Friendly,Huevos Ecológicos (L),Productos Zero Waste de Mercadona,"#plasticfree, #bio, #ecofriendly, #zerowaste",https://www.tiktok.com/@eco_hacks/video/753733181533412565,2025-06-16 14:04:48,21241,535,65
V04404,Familia Numerosa,Detergente Lavadora Formato XL,Compra Mensual en Mercadona (MAXI CESTA),"#granel, #organizacion, #recetasencasa, #comprasemanal, #mercadona, #detergentelavadoraformatoxl",https://www.tiktok.com/@misfamiliafood/video/717187550241533650,2025-06-02 14:04:48,17770,436,40
V04405,Eco-Friendly,Huevos Ecológicos (L),Mi Compra a Granel,"#bio, #sostenible, #plasticfree, #mercadona",https://www.tiktok.com/@eco_hacks/video/737762255234166012,2025-05-17 14:04:48,20382,1041,102
V04406,Gym Enthusiast,Crema de Cacahuete Natural,Cena FIT en 10 minutos,"#recetasfit, #gymtok",https://www.tiktok.com/@gymfoodie/video/727663506794053637,2025-06-12 14:04:48,80512,4753,672
V04407,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Tuppers para Toda la Semana Familiar,"#familia, #packahorro, #granel, #recetasencasa, #hacendado",https://www.tiktok.com/@misfamiliafood/video/736354404061318551,2025-06-08 14:04:48,33785,2627,228
V04408,Vegano,Hamburguesas Vegetales (Sabor X),Alternativas Vegetales TOP en el Súper,"#mercadona, #recetasveganas, #vegano, #hamburguesasvegetales",https://www.tiktok.com/@veganlife_es/video/723742313532793823,2025-08-27 14:04:48,71440,4496,469
V04409,Conveniente/Express,Bandeja de Sushi,Tuppers de la Semana para Solteros,"#soltero, #comidapreparada, #ahorratiempo, #rapido, #hacendado",https://www.tiktok.com/@quickmeals_es/video/708788799059499728,2025-07-21 14:04:48,192776,12622,1595
V04410,Familia Numerosa,Detergente Lavadora Formato XL,Tuppers para Toda la Semana Familiar,"#familia, #recetasencasa, #organizacion, #comprasemanal, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/720526365562133062,2025-11-07 14:04:48,8794,631,33
V04411,Celíaco/Intolerancias,Leche Sin Lactosa,Mi Compra CERO LACTOSA,"#singluten, #celiaco, #hacendado, #lechesinlactosa",https://www.tiktok.com/@celiaco_reviews/video/730421070299156806,2025-07-15 14:04:48,12363,954,69
V04412,Gourmet/Premium,Queso Curado Añejo,Aceite de Oliva AOVE: El Test,"#cata, #recetapremium, #mercadona, #quesocuradoañejo",https://www.tiktok.com/@gourmet_reviews/video/762603576159449099,2025-08-30 14:04:48,36138,2267,145
V04413,Vegano,Bebida de Avena BIO,Postres Veganos Ricos y Rápidos,"#plantbased, #mercadona, #singluten, #vegano, #mercadona",https://www.tiktok.com/@veganlife_es/video/792319119340132958,2025-07-08 14:04:48,46188,3319,419
V04414,Celíaco/Intolerancias,Pasta de Maíz/Arroz (Sin Gluten),Postres aptos para Celíacos,"#singluten, #celiaco",https://www.tiktok.com/@celiaco_reviews/video/753512643323501357,2025-08-15 14:04:48,35596,1220,148
V04415,Conveniente/Express,Tortilla de Patatas Envasada,Platos Preparados que Valen la Pena,"#rapido, #cenafacil, #ahorratiempo, #express",https://www.tiktok.com/@quickmeals_es/video/794603907879085094,2025-10-30 14:04:48,98552,3863,535
V04416,Conveniente/Express,Pizza Congelada Variada,Tuppers de la Semana para Solteros,"#express, #ahorratiempo, #comidapreparada, #cenafacil, #mercadona",https://www.tiktok.com/@quickmeals_es/video/744433192416504671,2025-06-19 14:04:48,69330,4527,582
V04417,Vegano,Tofu Ecológico Hacendado,Alternativas Vegetales TOP en el Súper,"#recetasveganas, #mercadona, #tofu, #vegano, #mercadona, #tofuecológicohacendado",https://www.tiktok.com/@veganlife_es/video/794831925611575159,2025-06-06 14:04:48,20550,433,25
V04418,Celíaco/Intolerancias,Galletas de Arroz,Mi Compra CERO LACTOSA,"#apto, #celiaco, #sinlactosa, #mercadona, #hacendado, #galletasdearroz",https://www.tiktok.com/@celiaco_reviews/video/761236765409784933,2025-08-21 14:04:48,36153,2656,263
V04419,Conveniente/Express,Bandeja de Sushi,Platos Preparados que Valen la Pena,"#soltero, #rapido, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/749769654454529368,2025-07-21 14:04:48,69820,3729,425
V04420,Conveniente/Express,Pizza Congelada Variada,Platos Preparados que Valen la Pena,"#ahorratiempo, #rapido, #mercadona, #pizzacongeladavariada",https://www.tiktok.com/@quickmeals_es/video/700346213376003829,2025-08-21 14:04:48,105843,5815,472
V04421,Familia Numerosa,Detergente Lavadora Formato XL,Tuppers para Toda la Semana Familiar,"#comprasemanal, #recetasencasa, #granel, #organizacion",https://www.tiktok.com/@misfamiliafood/video/747523422913178620,2025-10-17 14:04:48,42730,3051,279
V04422,Eco-Friendly,Bolsas Reutilizables Fruta,Productos Zero Waste de Mercadona,"#plasticfree, #sostenible, #bio, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/701818306832988460,2025-07-29 14:04:48,32843,684,53
V04423,Eco-Friendly,Huevos Ecológicos (L),Mi Compra a Granel,"#ecofriendly, #productosverdes, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/779764014040881067,2025-06-25 14:04:48,42027,937,110
V04424,Vegano,Hummus Clásico,Tofu Revuelto Épico,"#recetasveganas, #singluten, #tofu, #vegano, #mercadona",https://www.tiktok.com/@veganlife_es/video/797065835848799791,2025-11-03 14:04:48,29882,1439,108
V04425,Gourmet/Premium,Queso Curado Añejo,Aceite de Oliva AOVE: El Test,"#delicatessen, #cata, #gourmet, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/791775753513400217,2025-08-03 14:04:48,38851,2114,191
V04426,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Compra Mensual en Mercadona (MAXI CESTA),"#recetasencasa, #organizacion, #mercadona, #packahorrodelecheentera",https://www.tiktok.com/@misfamiliafood/video/751051734862786919,2025-06-01 14:04:48,26814,841,59
V04427,Celíaco/Intolerancias,Leche Sin Lactosa,Pan Sin Gluten que Sabe a Pan Real,"#intolerancia, #celiaco, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/748131582420481273,2025-06-04 14:04:48,49798,3839,485
V04428,Familia Numerosa,Pasta Espagueti (1kg),Tuppers para Toda la Semana Familiar,"#recetasencasa, #organizacion",https://www.tiktok.com/@misfamiliafood/video/735031635436334053,2025-10-26 14:04:48,8240,639,94
V04429,Conveniente/Express,Bandeja de Sushi,Platos Preparados que Valen la Pena,"#comidapreparada, #ahorratiempo, #cenafacil, #soltero, #hacendado",https://www.tiktok.com/@quickmeals_es/video/778253296909449954,2025-06-02 14:04:48,24288,1099,135
V04430,Vegano,Garbanzos Cocidos (Bote),Postres Veganos Ricos y Rápidos,"#singluten, #tofu, #mercadona, #garbanzoscocidos",https://www.tiktok.com/@veganlife_es/video/749983194798826791,2025-05-31 14:04:48,68697,1515,203
V04431,Gym Enthusiast,Pechuga de Pavo Loncheada,La Mejor Proteína Barata de Hacendado,"#proteina, #mercadona, #gymtok, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/737957579110270952,2025-09-13 14:04:48,66470,3679,248
V04432,Celíaco/Intolerancias,Pan de Molde Sin Gluten,Postres aptos para Celíacos,"#sinlactosa, #intolerancia, #mercadona, #hacendado, #pandemoldesingluten",https://www.tiktok.com/@celiaco_reviews/video/790148875518428943,2025-09-09 14:04:48,19281,538,44
V04433,Conveniente/Express,Ensalada Completa Lista para Comer,Platos Preparados que Valen la Pena,"#ahorratiempo, #cenafacil, #express, #soltero, #mercadona, #ensaladacompletalistaparacomer",https://www.tiktok.com/@quickmeals_es/video/762517441763355172,2025-05-27 14:04:48,53260,1175,94
V04434,Vegano,Tofu Ecológico Hacendado,Alternativas Vegetales TOP en el Súper,"#recetasveganas, #mercadona",https://www.tiktok.com/@veganlife_es/video/703285718388672981,2025-07-25 14:04:48,141996,7689,384
V04435,Celíaco/Intolerancias,Leche Sin Lactosa,Postres aptos para Celíacos,"#glutenfree, #sinlactosa, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/704154749523463723,2025-06-17 14:04:48,46320,3633,207
V04436,Vegano,Garbanzos Cocidos (Bote),Postres Veganos Ricos y Rápidos,"#tofu, #plantbased, #singluten, #recetasveganas, #mercadona, #garbanzoscocidos",https://www.tiktok.com/@veganlife_es/video/717913808163881494,2025-05-26 14:04:48,110644,8838,1322
V04437,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#fitness, #recetasfit",https://www.tiktok.com/@gymfoodie/video/728043422810175575,2025-07-29 14:04:48,39386,1128,80
V04438,Gym Enthusiast,Claras de Huevo,Cena FIT en 10 minutos,"#gymtok, #proteina, #fitness, #mercadona",https://www.tiktok.com/@gymfoodie/video/797391577590994477,2025-09-12 14:04:48,41762,1686,124
V04439,Celíaco/Intolerancias,Leche Sin Lactosa,Mi Compra CERO LACTOSA,"#intolerancia, #sinlactosa, #singluten, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/738474284584040809,2025-05-16 14:04:48,18881,486,65
V04440,Vegano,Hamburguesas Vegetales (Sabor X),Alternativas Vegetales TOP en el Súper,"#tofu, #vegano, #recetasveganas",https://www.tiktok.com/@veganlife_es/video/748266312495959161,2025-07-01 14:04:48,105126,7577,402
V04441,Eco-Friendly,Detergente Ecológico,Alternativas Sostenibles en el Baño,"#plasticfree, #bio, #zerowaste, #ecofriendly, #hacendado, #detergenteecológico",https://www.tiktok.com/@eco_hacks/video/750733716907284757,2025-11-09 14:04:48,33065,1343,144
V04442,Vegano,Hamburguesas Vegetales (Sabor X),Tofu Revuelto Épico,"#tofu, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/784865896453351649,2025-05-26 14:04:48,54912,1990,203
V04443,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Recetas de Pasta que Encantan a Todos,"#familia, #organizacion, #mercadona",https://www.tiktok.com/@misfamiliafood/video/771893857511654626,2025-10-28 14:04:48,35322,2214,306
V04444,Gym Enthusiast,Crema de Cacahuete Natural,La Mejor Proteína Barata de Hacendado,"#proteina, #recetasfit, #gymtok, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/724655441546691069,2025-05-18 14:04:48,68688,3220,335
V04445,Conveniente/Express,Ensalada Completa Lista para Comer,Cena por Menos de 5€ y en 5 Minutos,"#cenafacil, #express, #rapido, #ahorratiempo, #mercadona",https://www.tiktok.com/@quickmeals_es/video/760630382017352385,2025-08-18 14:04:48,228680,8767,1166
V04446,Conveniente/Express,Tortilla de Patatas Envasada,Platos Preparados que Valen la Pena,"#cenafacil, #soltero, #mercadona",https://www.tiktok.com/@quickmeals_es/video/735896972259961397,2025-10-14 14:04:48,85126,4426,633
V04447,Conveniente/Express,Lasaña de Carne Refrigerada,Tuppers de la Semana para Solteros,"#cenafacil, #rapido, #express, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/764608269469431376,2025-06-28 14:04:48,61332,3316,200
V04448,Celíaco/Intolerancias,Pasta de Maíz/Arroz (Sin Gluten),Mi Compra CERO LACTOSA,"#apto, #celiaco, #intolerancia, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/728305616085462713,2025-10-15 14:04:48,7284,159,11
V04449,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),Cena FIT en 10 minutos,"#proteina, #fitness, #volumen, #recetasfit, #mercadona",https://www.tiktok.com/@gymfoodie/video/789632317579422729,2025-08-26 14:04:48,80794,5419,439
V04450,Gourmet/Premium,Chocolate 85% Cacao,Aceite de Oliva AOVE: El Test,"#recetapremium, #gourmet, #aove, #jamon, #hacendado",https://www.tiktok.com/@gourmet_reviews/video/783867046638692747,2025-09-01 14:04:48,12431,264,35
V04451,Gym Enthusiast,Crema de Cacahuete Natural,La Mejor Proteína Barata de Hacendado,"#mercadona, #gymtok, #mercadona, #hacendado, #cremadecacahuetenatural",https://www.tiktok.com/@gymfoodie/video/782508949829301131,2025-10-30 14:04:48,55188,3842,422
V04452,Vegano,Garbanzos Cocidos (Bote),Postres Veganos Ricos y Rápidos,"#plantbased, #singluten, #vegano, #recetasveganas, #mercadona, #hacendado, #garbanzoscocidos",https://www.tiktok.com/@veganlife_es/video/717832961679695317,2025-09-15 14:04:48,115990,3923,524
V04453,Conveniente/Express,Lasaña de Carne Refrigerada,Cena por Menos de 5€ y en 5 Minutos,"#cenafacil, #rapido, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/706779461531810410,2025-08-26 14:04:48,78945,2239,273
V04454,Vegano,Bebida de Avena BIO,Alternativas Vegetales TOP en el Súper,"#mercadona, #vegano, #tofu, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/710419386160646607,2025-09-20 14:04:48,73461,2022,166
V04455,Gym Enthusiast,Pechuga de Pavo Loncheada,Receta Post-Entreno Proteica,"#fitness, #mercadona, #gymtok, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/749461794101972840,2025-10-20 14:04:48,86628,2359,169
V04456,Vegano,Hamburguesas Vegetales (Sabor X),Postres Veganos Ricos y Rápidos,"#plantbased, #vegano, #tofu, #singluten, #hacendado",https://www.tiktok.com/@veganlife_es/video/719405613002447932,2025-10-23 14:04:48,183628,7994,410
V04457,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#mercadona, #recetasfit, #proteina, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/741866339473085923,2025-06-28 14:04:48,107624,6414,903
V04458,Gym Enthusiast,Pechuga de Pavo Loncheada,Receta Post-Entreno Proteica,"#fitness, #recetasfit, #mercadona, #proteina, #hacendado",https://www.tiktok.com/@gymfoodie/video/772704242929021375,2025-05-25 14:04:48,40272,1886,205
V04459,Gym Enthusiast,Queso Fresco Batido 0%,La Mejor Proteína Barata de Hacendado,"#gymtok, #fitness, #mercadona",https://www.tiktok.com/@gymfoodie/video/763977545146220940,2025-06-29 14:04:48,55520,1339,83
V04460,Celíaco/Intolerancias,Pan Tostado Sin Gluten,Pan Sin Gluten que Sabe a Pan Real,"#apto, #glutenfree",https://www.tiktok.com/@celiaco_reviews/video/779000263247716125,2025-05-29 14:04:48,20612,945,90
V04461,Celíaco/Intolerancias,Leche Sin Lactosa,Postres aptos para Celíacos,"#apto, #intolerancia, #singluten, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/714857427142422218,2025-08-15 14:04:48,39025,1610,137
V04462,Conveniente/Express,Pizza Congelada Variada,Tuppers de la Semana para Solteros,"#comidapreparada, #rapido, #express, #ahorratiempo, #hacendado",https://www.tiktok.com/@quickmeals_es/video/799977330391400731,2025-09-18 14:04:48,127508,2947,158
V04463,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),Cena FIT en 10 minutos,"#gymtok, #recetasfit, #mercadona",https://www.tiktok.com/@gymfoodie/video/737251810585804864,2025-05-22 14:04:48,112540,6824,627
V04464,Familia Numerosa,Huevos Talla L (Docena),Tuppers para Toda la Semana Familiar,"#organizacion, #packahorro, #recetasencasa, #familia",https://www.tiktok.com/@misfamiliafood/video/781607698516479775,2025-10-13 14:04:48,17814,977,75
V04465,Eco-Friendly,Huevos Ecológicos (L),Mi Compra a Granel,"#zerowaste, #bio, #productosverdes, #ecofriendly, #huevosecológicos",https://www.tiktok.com/@eco_hacks/video/728712487916754716,2025-10-18 14:04:48,13742,694,63
V04466,Gourmet/Premium,Queso Curado Añejo,Catando el Queso Manchego Curado,"#recetapremium, #cata, #aove, #jamon, #mercadona, #hacendado",https://www.tiktok.com/@gourmet_reviews/video/786921097513755698,2025-09-20 14:04:48,14512,499,43
V04467,Conveniente/Express,Lasaña de Carne Refrigerada,Platos Preparados que Valen la Pena,"#ahorratiempo, #rapido, #cenafacil, #express, #hacendado",https://www.tiktok.com/@quickmeals_es/video/741066769816960786,2025-06-24 14:04:48,93472,5883,356
V04468,Eco-Friendly,Arroz Integral BIO,Mi Compra a Granel,"#plasticfree, #sostenible, #zerowaste, #mercadona",https://www.tiktok.com/@eco_hacks/video/747272458386247385,2025-05-26 14:04:48,26768,1964,174
V04469,Vegano,Hamburguesas Vegetales (Sabor X),Alternativas Vegetales TOP en el Súper,"#mercadona, #recetasveganas, #singluten, #plantbased, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/762572163959540853,2025-07-01 14:04:48,123075,6149,551
V04470,Celíaco/Intolerancias,Pan de Molde Sin Gluten,Mi Compra CERO LACTOSA,"#celiaco, #apto, #intolerancia, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/755468511089096937,2025-06-06 14:04:48,42101,3147,237
V04471,Conveniente/Express,Lasaña de Carne Refrigerada,Tuppers de la Semana para Solteros,"#ahorratiempo, #cenafacil, #express, #mercadona, #hacendado, #lasañadecarnerefrigerada",https://www.tiktok.com/@quickmeals_es/video/701758169038209457,2025-07-12 14:04:48,88718,2834,249
V04472,Vegano,Bebida de Avena BIO,Tofu Revuelto Épico,"#plantbased, #singluten, #mercadona, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/701235491975596724,2025-10-11 14:04:48,71310,4363,385
V04473,Familia Numerosa,Detergente Lavadora Formato XL,Tuppers para Toda la Semana Familiar,"#familia, #granel, #mercadona, #detergentelavadoraformatoxl",https://www.tiktok.com/@misfamiliafood/video/785753033418348343,2025-07-06 14:04:48,11447,440,30
V04474,Vegano,Garbanzos Cocidos (Bote),Alternativas Vegetales TOP en el Súper,"#tofu, #vegano, #plantbased, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/754479826652113840,2025-09-15 14:04:48,28542,1025,81
V04475,Eco-Friendly,Detergente Ecológico,Alternativas Sostenibles en el Baño,"#zerowaste, #ecofriendly, #bio, #plasticfree, #mercadona",https://www.tiktok.com/@eco_hacks/video/751921660123315354,2025-11-08 14:04:48,18389,1245,93
V04476,Vegano,Bebida de Avena BIO,Postres Veganos Ricos y Rápidos,"#singluten, #mercadona, #plantbased, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/736606201161505114,2025-07-28 14:04:48,10674,738,90
V04477,Gym Enthusiast,Claras de Huevo,La Mejor Proteína Barata de Hacendado,"#volumen, #proteina, #mercadona",https://www.tiktok.com/@gymfoodie/video/717259471488479259,2025-05-23 14:04:48,100641,6839,501
