video_id,nicho_tribu,titulo,hashtags,url_video,fecha_publicacion,vistas,likes,comentarios
V04293,Vegano,Tofu Revuelto Épico,"#recetasveganas, #plantbased",https://www.tiktok.com/@veganlife_es/video/783442326760487091,2025-07-12 12:10:08,66670,1453,160
V04294,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#sinlactosa, #glutenfree, #mercadona, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/746974704977168266,2025-06-19 12:10:08,39375,1979,128
V04295,Gym Enthusiast,Cena FIT en 10 minutos,"#proteina, #gymtok, #recetasfit, #fitness, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/777043102950709033,2025-10-02 12:10:08,51522,3131,220
V04296,Vegano,Postres Veganos Ricos y Rápidos,"#singluten, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/706108304877697659,2025-05-30 12:10:08,110985,6030,559
V04297,Celíaco/Intolerancias,Postres aptos para Celíacos,"#singluten, #celiaco, #sinlactosa, #intolerancia, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/720117774248579511,2025-05-17 12:10:08,15970,1039,55
V04298,Gourmet/Premium,Aceite de Oliva AOVE: El Test,"#cata, #jamon, #delicatessen, #recetapremium, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/761841743087130277,2025-09-14 12:10:08,25451,561,30
V04299,Vegano,Tofu Revuelto Épico,"#plantbased, #recetasveganas, #mercadona, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/795503961790708274,2025-10-14 12:10:08,26688,1718,231
V04300,Vegano,Postres Veganos Ricos y Rápidos,"#tofu, #vegano, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/716250737436190640,2025-06-03 12:10:08,147000,10613,659
V04301,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#apto, #glutenfree, #singluten, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/735253830373745695,2025-07-18 12:10:08,40713,3114,179
V04302,Vegano,Tofu Revuelto Épico,"#vegano, #tofu, #singluten, #plantbased",https://www.tiktok.com/@veganlife_es/video/718136816654371253,2025-08-29 12:10:08,159345,11778,874
V04303,Conveniente/Express,Platos Preparados que Valen la Pena,"#soltero, #rapido, #express, #mercadona",https://www.tiktok.com/@quickmeals_es/video/747549330419292525,2025-06-10 12:10:08,74570,2919,147
V04304,Celíaco/Intolerancias,Postres aptos para Celíacos,"#singluten, #sinlactosa, #glutenfree, #apto, #mercadona, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/765812728421189727,2025-07-12 12:10:08,17032,1074,70
V04305,Gourmet/Premium,Catando el Queso Manchego Curado,"#cata, #aove, #delicatessen, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/744303193013778961,2025-07-28 12:10:08,37071,1603,201
V04306,Gym Enthusiast,Receta Post-Entreno Proteica,"#gymtok, #mercadona, #fitness, #recetasfit, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/721058738589231025,2025-10-29 12:10:08,74452,2433,255
V04307,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#granel, #recetasencasa, #mercadona",https://www.tiktok.com/@misfamiliafood/video/745840775922593544,2025-10-19 12:10:08,28354,2170,292
V04308,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#packahorro, #granel, #recetasencasa, #familia, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/774287416673093686,2025-05-20 12:10:08,12722,920,126
V04309,Gourmet/Premium,Ideas para una Cena Romántica Premium,"#gourmet, #jamon, #delicatessen, #aove, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/706272834726149752,2025-06-21 12:10:08,39745,1204,140
V04310,Gym Enthusiast,Cena FIT en 10 minutos,"#volumen, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/749745579758479828,2025-09-17 12:10:08,61696,3513,396
V04311,Eco-Friendly,Alternativas Sostenibles en el Baño,"#ecofriendly, #sostenible, #zerowaste, #hacendado",https://www.tiktok.com/@eco_hacks/video/783004139489141860,2025-07-30 12:10:08,26937,795,51
V04312,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#organizacion, #granel, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/745641401482201760,2025-08-14 12:10:08,29072,2174,214
V04313,Gym Enthusiast,Cena FIT en 10 minutos,"#gymtok, #recetasfit, #fitness, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/746387719997235436,2025-09-06 12:10:08,13264,900,86
V04314,Gym Enthusiast,Cena FIT en 10 minutos,"#recetasfit, #gymtok, #volumen, #proteina",https://www.tiktok.com/@gymfoodie/video/788332605148852433,2025-10-27 12:10:08,70170,4287,499
V04315,Vegano,Tofu Revuelto Épico,"#recetasveganas, #singluten, #tofu, #mercadona, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/796679450794321393,2025-05-18 12:10:08,70437,2135,250
V04316,Celíaco/Intolerancias,Pan Sin Gluten que Sabe a Pan Real,"#singluten, #sinlactosa, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/716576468653702859,2025-07-12 12:10:08,23734,814,46
V04317,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#cenafacil, #ahorratiempo, #hacendado, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/746136873023470445,2025-08-13 12:10:08,44901,1181,60
V04318,Conveniente/Express,Tuppers de la Semana para Solteros,"#soltero, #comidapreparada, #ahorratiempo, #cenafacil, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/726621376803776859,2025-06-14 12:10:08,33348,2065,176
V04319,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#granel, #comprasemanal, #mercadona",https://www.tiktok.com/@misfamiliafood/video/784272398493630427,2025-09-08 12:10:08,5363,225,26
V04320,Vegano,Tofu Revuelto Épico,"#tofu, #vegano, #mercadona, #recetasveganas, #mercadona",https://www.tiktok.com/@veganlife_es/video/713714171861117810,2025-05-21 12:10:08,41264,2489,139
V04321,Vegano,Postres Veganos Ricos y Rápidos,"#mercadona, #singluten, #mercadona",https://www.tiktok.com/@veganlife_es/video/795972902914147003,2025-09-10 12:10:08,21386,701,51
V04322,Celíaco/Intolerancias,Pan Sin Gluten que Sabe a Pan Real,"#singluten, #intolerancia, #glutenfree, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/763475632372789916,2025-09-16 12:10:08,10618,773,69
V04323,Gym Enthusiast,Receta Post-Entreno Proteica,"#gymtok, #volumen",https://www.tiktok.com/@gymfoodie/video/777123357223595595,2025-09-30 12:10:08,180860,5963,525
V04324,Gym Enthusiast,Cena FIT en 10 minutos,"#proteina, #recetasfit, #fitness, #gymtok",https://www.tiktok.com/@gymfoodie/video/787467500223706190,2025-08-04 12:10:08,130800,6605,805
V04325,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#comidapreparada, #cenafacil, #soltero, #express",https://www.tiktok.com/@quickmeals_es/video/710983708133854203,2025-05-23 12:10:08,117315,4931,631
V04326,Eco-Friendly,Alternativas Sostenibles en el Baño,"#bio, #plasticfree, #mercadona",https://www.tiktok.com/@eco_hacks/video/742542806028364552,2025-09-26 12:10:08,37277,962,108
V04327,Gourmet/Premium,Ideas para una Cena Romántica Premium,"#gourmet, #jamon, #delicatessen, #cata, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/728640679888905189,2025-06-24 12:10:08,8871,230,26
V04328,Conveniente/Express,Platos Preparados que Valen la Pena,"#ahorratiempo, #express, #comidapreparada, #soltero, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/794476091514517674,2025-09-28 12:10:08,97464,2540,216
V04329,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#express, #cenafacil, #hacendado",https://www.tiktok.com/@quickmeals_es/video/713513926816223962,2025-06-17 12:10:08,106115,4960,439
V04330,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#gymtok, #volumen, #fitness, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/778587386059823341,2025-10-05 12:10:08,176808,3657,377
V04331,Celíaco/Intolerancias,Pan Sin Gluten que Sabe a Pan Real,"#intolerancia, #apto, #sinlactosa, #hacendado, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/717420680071209058,2025-07-11 12:10:08,14391,496,35
V04332,Vegano,Tofu Revuelto Épico,"#mercadona, #tofu, #plantbased, #singluten, #hacendado",https://www.tiktok.com/@veganlife_es/video/772995969586724480,2025-07-03 12:10:08,88584,7069,826
V04333,Vegano,Postres Veganos Ricos y Rápidos,"#tofu, #singluten, #vegano, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/740746520691682339,2025-06-09 12:10:08,34152,2562,321
V04334,Celíaco/Intolerancias,Postres aptos para Celíacos,"#apto, #celiaco, #glutenfree, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/729066068622088110,2025-08-23 12:10:08,23386,1492,113
V04335,Eco-Friendly,Productos Zero Waste de Mercadona,"#plasticfree, #zerowaste, #mercadona",https://www.tiktok.com/@eco_hacks/video/708992253355013004,2025-07-04 12:10:08,36673,2208,190
V04336,Vegano,Tofu Revuelto Épico,"#tofu, #recetasveganas, #mercadona",https://www.tiktok.com/@veganlife_es/video/776951784662534436,2025-05-19 12:10:08,109248,7762,1095
V04337,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#fitness, #recetasfit, #hacendado",https://www.tiktok.com/@gymfoodie/video/725449412615622696,2025-09-22 12:10:08,136004,7607,455
V04338,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#soltero, #ahorratiempo, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/719381697325756774,2025-10-29 12:10:08,15772,1191,159
V04339,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#familia, #recetasencasa, #granel, #packahorro, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/784376090919828195,2025-06-25 12:10:08,14271,1092,160
V04340,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#mercadona, #recetasfit, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/726278911472466184,2025-06-16 12:10:08,60166,4160,240
V04341,Gym Enthusiast,Cena FIT en 10 minutos,"#fitness, #mercadona, #proteina, #hacendado",https://www.tiktok.com/@gymfoodie/video/706446197840432798,2025-09-27 12:10:08,132412,9273,998
V04342,Eco-Friendly,Productos Zero Waste de Mercadona,"#zerowaste, #bio, #ecofriendly, #sostenible, #hacendado",https://www.tiktok.com/@eco_hacks/video/773076559440513776,2025-09-13 12:10:08,17625,447,31
V04343,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#granel, #packahorro, #mercadona",https://www.tiktok.com/@misfamiliafood/video/751646845995696607,2025-07-27 12:10:08,5687,384,54
V04344,Gym Enthusiast,Receta Post-Entreno Proteica,"#fitness, #mercadona, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/754144053775614127,2025-08-19 12:10:08,145209,3736,554
V04345,Eco-Friendly,Productos Zero Waste de Mercadona,"#productosverdes, #sostenible, #ecofriendly, #plasticfree, #mercadona",https://www.tiktok.com/@eco_hacks/video/713365264955446964,2025-08-16 12:10:08,41701,1247,112
V04346,Celíaco/Intolerancias,Pan Sin Gluten que Sabe a Pan Real,"#celiaco, #sinlactosa, #intolerancia, #apto, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/735444201660927877,2025-08-29 12:10:08,12640,876,45
V04347,Gym Enthusiast,Receta Post-Entreno Proteica,"#fitness, #gymtok, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/799817279109638114,2025-11-01 12:10:08,192988,6271,773
V04348,Gym Enthusiast,Cena FIT en 10 minutos,"#recetasfit, #proteina, #gymtok, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/768424093192461642,2025-07-12 12:10:08,29428,1495,169
V04349,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#express, #soltero, #hacendado",https://www.tiktok.com/@quickmeals_es/video/704142687667553948,2025-06-18 12:10:08,91167,2908,319
V04350,Gym Enthusiast,Cena FIT en 10 minutos,"#recetasfit, #proteina, #mercadona, #fitness, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/769968941378568641,2025-09-06 12:10:08,181016,12214,1659
V04351,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#recetasencasa, #organizacion",https://www.tiktok.com/@misfamiliafood/video/783172509866023795,2025-06-16 12:10:08,27203,1177,75
V04352,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#comidapreparada, #ahorratiempo, #cenafacil, #soltero, #mercadona",https://www.tiktok.com/@quickmeals_es/video/765877093138859942,2025-06-17 12:10:08,28570,2038,103
V04353,Gym Enthusiast,Receta Post-Entreno Proteica,"#gymtok, #fitness, #mercadona, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/779303163939960741,2025-11-01 12:10:08,74562,4309,614
V04354,Eco-Friendly,Productos Zero Waste de Mercadona,"#bio, #productosverdes, #plasticfree, #mercadona, #recetasfaciles",https://www.tiktok.com/@eco_hacks/video/778464237388968198,2025-06-20 12:10:08,7849,225,21
V04355,Eco-Friendly,Mi Compra a Granel,"#productosverdes, #sostenible, #plasticfree",https://www.tiktok.com/@eco_hacks/video/785071191013992373,2025-10-24 12:10:08,34779,1703,252
V04356,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#comprasemanal, #recetasencasa, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/791571331266016815,2025-06-23 12:10:08,15972,450,61
V04357,Vegano,Postres Veganos Ricos y Rápidos,"#plantbased, #vegano, #singluten, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/756822330273810855,2025-10-30 12:10:08,72094,3880,321
V04358,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#familia, #organizacion, #recetasencasa, #granel, #hacendado",https://www.tiktok.com/@misfamiliafood/video/760477950248422096,2025-09-25 12:10:08,7013,296,16
V04359,Vegano,Alternativas Vegetales TOP en el Súper,"#tofu, #singluten, #recetasveganas, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/755697816010605362,2025-06-08 12:10:08,126855,3619,407
V04360,Gym Enthusiast,Cena FIT en 10 minutos,"#recetasfit, #mercadona, #volumen, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/753117982535346901,2025-10-05 12:10:08,64394,2101,308
V04361,Gym Enthusiast,Cena FIT en 10 minutos,"#mercadona, #fitness, #recetasfit, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/786617179577551063,2025-09-09 12:10:08,96996,3493,270
V04362,Conveniente/Express,Tuppers de la Semana para Solteros,"#soltero, #ahorratiempo, #mercadona",https://www.tiktok.com/@quickmeals_es/video/712347358036853477,2025-10-23 12:10:08,141510,8776,905
V04363,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#familia, #recetasencasa, #packahorro, #hacendado",https://www.tiktok.com/@misfamiliafood/video/786463723234399261,2025-08-30 12:10:08,23702,847,78
V04364,Vegano,Alternativas Vegetales TOP en el Súper,"#recetasveganas, #singluten, #plantbased, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/773309024491830335,2025-07-22 12:10:08,47568,2927,416
V04365,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#recetasencasa, #comprasemanal, #packahorro, #granel, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/730460198460581613,2025-10-20 12:10:08,16914,1001,118
V04366,Vegano,Postres Veganos Ricos y Rápidos,"#singluten, #recetasveganas, #vegano, #mercadona",https://www.tiktok.com/@veganlife_es/video/710776457621226095,2025-09-10 12:10:08,65850,1471,143
V04367,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#packahorro, #recetasencasa, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/742089428098614140,2025-07-15 12:10:08,41703,2734,394
V04368,Celíaco/Intolerancias,Postres aptos para Celíacos,"#sinlactosa, #glutenfree, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/725209795699066585,2025-06-17 12:10:08,7669,493,28
V04369,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#cenafacil, #rapido",https://www.tiktok.com/@quickmeals_es/video/713131827173953098,2025-08-22 12:10:08,138610,10956,764
V04370,Conveniente/Express,Platos Preparados que Valen la Pena,"#ahorratiempo, #soltero, #hacendado",https://www.tiktok.com/@quickmeals_es/video/735379046926361972,2025-10-03 12:10:08,80097,1680,119
V04371,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#comprasemanal, #granel, #familia, #recetasencasa, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/775792860456143357,2025-05-26 12:10:08,43251,2052,138
V04372,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#celiaco, #glutenfree, #apto, #intolerancia, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/771406666115630635,2025-06-06 12:10:08,39549,1366,154
V04373,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #soltero, #comidapreparada, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/753466102670953672,2025-09-01 12:10:08,71980,2449,309
V04374,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#familia, #organizacion, #recetasencasa, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/731154764627888601,2025-09-01 12:10:08,28185,1776,181
V04375,Eco-Friendly,Mi Compra a Granel,"#ecofriendly, #sostenible, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@eco_hacks/video/783899073136952742,2025-05-17 12:10:08,34084,2027,269
V04376,Celíaco/Intolerancias,Postres aptos para Celíacos,"#singluten, #apto, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/793663200692390486,2025-05-20 12:10:08,40069,1978,280
V04377,Celíaco/Intolerancias,Postres aptos para Celíacos,"#celiaco, #sinlactosa, #glutenfree, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/773845712130388106,2025-07-14 12:10:08,34775,901,46
V04378,Eco-Friendly,Productos Zero Waste de Mercadona,"#ecofriendly, #productosverdes",https://www.tiktok.com/@eco_hacks/video/710334129848758095,2025-07-01 12:10:08,35251,2712,211
V04379,Vegano,Postres Veganos Ricos y Rápidos,"#mercadona, #vegano, #recetasveganas, #singluten, #mercadona",https://www.tiktok.com/@veganlife_es/video/789118091206471598,2025-06-19 12:10:08,210565,16696,1351
V04380,Gym Enthusiast,Cena FIT en 10 minutos,"#proteina, #volumen, #gymtok, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/780597846080832501,2025-09-19 12:10:08,52410,3308,261
V04381,Eco-Friendly,Productos Zero Waste de Mercadona,"#zerowaste, #ecofriendly, #mercadona",https://www.tiktok.com/@eco_hacks/video/759400196817029498,2025-06-07 12:10:08,22700,468,56
V04382,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#organizacion, #familia, #packahorro, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/706744855445778917,2025-10-04 12:10:08,40464,2207,311
V04383,Eco-Friendly,Alternativas Sostenibles en el Baño,"#plasticfree, #productosverdes, #sostenible, #bio, #mercadona",https://www.tiktok.com/@eco_hacks/video/747210735948552057,2025-06-18 12:10:08,23198,899,97
V04384,Gym Enthusiast,Cena FIT en 10 minutos,"#proteina, #mercadona, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/742731769353448762,2025-10-26 12:10:08,48780,2365,225
V04385,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#sinlactosa, #apto, #glutenfree, #singluten, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/791922284211939848,2025-06-03 12:10:08,20345,890,95
V04386,Conveniente/Express,Platos Preparados que Valen la Pena,"#rapido, #cenafacil, #soltero, #mercadona",https://www.tiktok.com/@quickmeals_es/video/778909789901158748,2025-07-29 12:10:08,129060,6756,514
V04387,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#familia, #recetasencasa, #granel, #packahorro, #mercadona",https://www.tiktok.com/@misfamiliafood/video/745743082333597354,2025-10-21 12:10:08,48125,2708,281
V04388,Conveniente/Express,Platos Preparados que Valen la Pena,"#cenafacil, #ahorratiempo, #soltero, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/793521607413664904,2025-05-19 12:10:08,140690,5286,419
V04389,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#granel, #comprasemanal, #familia, #organizacion, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/751386246322669543,2025-06-07 12:10:08,27172,1165,89
V04390,Gym Enthusiast,Receta Post-Entreno Proteica,"#mercadona, #fitness, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/748597219666345740,2025-06-02 12:10:08,130344,9695,748
V04391,Vegano,Tofu Revuelto Épico,"#tofu, #recetasveganas, #singluten, #hacendado",https://www.tiktok.com/@veganlife_es/video/749702899717976023,2025-09-03 12:10:08,54380,2430,267
V04392,Vegano,Alternativas Vegetales TOP en el Súper,"#tofu, #plantbased, #recetasveganas, #singluten, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/783195188330898545,2025-07-06 12:10:08,46407,942,123
V04393,Eco-Friendly,Alternativas Sostenibles en el Baño,"#productosverdes, #bio, #zerowaste, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/785116663992073880,2025-08-02 12:10:08,24775,643,95
V04394,Vegano,Postres Veganos Ricos y Rápidos,"#plantbased, #singluten, #mercadona, #recetasveganas, #hacendado, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/766711053455916601,2025-06-01 12:10:08,93495,4157,407
V04395,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#intolerancia, #apto, #celiaco, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/732626351984723394,2025-06-01 12:10:08,26947,974,86
V04396,Celíaco/Intolerancias,Postres aptos para Celíacos,"#apto, #sinlactosa, #mercadona, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/737311943098508551,2025-06-26 12:10:08,43890,2165,230
V04397,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#fitness, #gymtok, #volumen",https://www.tiktok.com/@gymfoodie/video/782878827905244192,2025-10-03 12:10:08,90843,2509,329
V04398,Conveniente/Express,Tuppers de la Semana para Solteros,"#comidapreparada, #cenafacil, #express, #ahorratiempo, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/774895546008646034,2025-05-23 12:10:08,74752,5143,482
V04399,Gym Enthusiast,Cena FIT en 10 minutos,"#recetasfit, #proteina, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/756168156148772963,2025-10-15 12:10:08,87088,6083,830
V04400,Gourmet/Premium,Aceite de Oliva AOVE: El Test,"#jamon, #cata",https://www.tiktok.com/@gourmet_reviews/video/753773216140319516,2025-06-01 12:10:08,26708,2126,305
V04401,Eco-Friendly,Alternativas Sostenibles en el Baño,"#bio, #productosverdes, #plasticfree",https://www.tiktok.com/@eco_hacks/video/731662060757129120,2025-09-05 12:10:08,22739,1035,96
V04402,Gym Enthusiast,Receta Post-Entreno Proteica,"#proteina, #fitness, #volumen, #recetasfit, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/704014265132202258,2025-11-06 12:10:08,46036,2888,327
V04403,Eco-Friendly,Productos Zero Waste de Mercadona,"#productosverdes, #bio, #mercadona, #recetasfaciles",https://www.tiktok.com/@eco_hacks/video/754537271263682569,2025-07-27 12:10:08,36010,2589,222
V04404,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#recetasfit, #gymtok, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/767924651209864302,2025-08-19 12:10:08,71620,3083,260
V04405,Vegano,Postres Veganos Ricos y Rápidos,"#vegano, #singluten, #mercadona, #plantbased, #mercadona",https://www.tiktok.com/@veganlife_es/video/731351392534482918,2025-11-06 12:10:08,97948,4843,415
V04406,Celíaco/Intolerancias,Postres aptos para Celíacos,"#intolerancia, #apto, #glutenfree, #mercadona, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/721975441988743850,2025-08-30 12:10:08,46657,2981,300
V04407,Gym Enthusiast,Receta Post-Entreno Proteica,"#mercadona, #gymtok, #hacendado",https://www.tiktok.com/@gymfoodie/video/748676384148638050,2025-05-27 12:10:08,90688,6806,360
V04408,Vegano,Postres Veganos Ricos y Rápidos,"#singluten, #plantbased, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/760686559015604809,2025-05-30 12:10:08,12096,773,40
V04409,Eco-Friendly,Productos Zero Waste de Mercadona,"#zerowaste, #productosverdes, #sostenible",https://www.tiktok.com/@eco_hacks/video/738179793783617794,2025-10-11 12:10:08,12680,457,65
V04410,Gym Enthusiast,Receta Post-Entreno Proteica,"#fitness, #mercadona, #recetasfit, #proteina, #hacendado",https://www.tiktok.com/@gymfoodie/video/771381341526789236,2025-10-02 12:10:08,115196,4321,494
V04411,Gourmet/Premium,Aceite de Oliva AOVE: El Test,"#delicatessen, #gourmet, #aove, #recetapremium, #mercadona, #recetasfaciles",https://www.tiktok.com/@gourmet_reviews/video/772612628676760845,2025-08-23 12:10:08,11857,373,24
V04412,Celíaco/Intolerancias,Postres aptos para Celíacos,"#apto, #glutenfree, #singluten, #sinlactosa, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/768493163821680713,2025-09-19 12:10:08,34138,788,43
V04413,Vegano,Tofu Revuelto Épico,"#plantbased, #singluten, #vegano, #tofu, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/788703405530615590,2025-10-13 12:10:08,128154,8053,1030
V04414,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#granel, #organizacion, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/750179998647468862,2025-07-05 12:10:08,7126,552,81
V04415,Conveniente/Express,Tuppers de la Semana para Solteros,"#cenafacil, #ahorratiempo, #comidapreparada",https://www.tiktok.com/@quickmeals_es/video/708258097043653519,2025-06-21 12:10:08,55490,1499,173
V04416,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#glutenfree, #apto, #celiaco, #sinlactosa",https://www.tiktok.com/@celiaco_reviews/video/757670447616045529,2025-09-04 12:10:08,48939,2479,127
V04417,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#comprasemanal, #granel, #packahorro, #familia, #mercadona, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/732917219329990150,2025-09-13 12:10:08,20922,1624,219
V04418,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#intolerancia, #sinlactosa, #celiaco, #apto, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/745374435093010251,2025-10-13 12:10:08,29387,2039,209
V04419,Vegano,Tofu Revuelto Épico,"#tofu, #vegano, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/793089976408867252,2025-06-07 12:10:08,27220,1698,122
V04420,Conveniente/Express,Platos Preparados que Valen la Pena,"#express, #cenafacil, #ahorratiempo",https://www.tiktok.com/@quickmeals_es/video/774281790080858455,2025-06-29 12:10:08,159484,8410,628
