ticket_id,user_id,date,total_amount,store_location
T004171,U0270,2025-10-07,36.6,Mercadona Valencia
T004172,U0271,2023-12-20,135.6,Mercadona Bilbao
T004173,U0271,2024-02-04,100.8,Mercadona Bilbao
T004174,U0271,2024-03-21,86.5,Mercadona Bilbao
T004175,U0271,2024-05-06,76.4,Mercadona Bilbao
T004176,U0271,2024-06-21,138.4,Mercadona Bilbao
T004177,U0271,2024-08-06,51.9,Mercadona Bilbao
T004178,U0271,2024-09-21,101.8,Mercadona Bilbao
T004179,U0271,2024-11-06,123.9,Mercadona Bilbao
T004180,U0271,2024-12-22,148.2,Mercadona Bilbao
T004181,U0271,2025-02-06,112.5,Mercadona Bilbao
T004182,U0271,2025-03-24,72.3,Mercadona Bilbao
T004183,U0271,2025-05-09,28.8,Mercadona Bilbao
T004184,U0271,2025-06-24,95.7,Mercadona Bilbao
T004185,U0271,2025-08-09,140.6,Mercadona Bilbao
T004186,U0271,2025-09-24,104.6,Mercadona Bilbao
T004187,U0272,2024-03-05,16.9,Mercadona Bilbao
T004188,U0272,2024-04-21,44.7,Mercadona Bilbao
T004189,U0272,2024-06-07,55.8,Mercadona Bilbao
T004190,U0272,2024-07-24,39.5,Mercadona Bilbao
T004191,U0272,2024-09-10,30.5,Mercadona Bilbao
T004192,U0272,2024-10-27,48.0,Mercadona Bilbao
T004193,U0272,2024-12-13,44.0,Mercadona Bilbao
T004194,U0272,2025-01-30,42.8,Mercadona Bilbao
T004195,U0272,2025-03-18,41.4,Mercadona Bilbao
T004196,U0272,2025-05-04,20.9,Mercadona Bilbao
T004197,U0272,2025-06-21,54.8,Mercadona Bilbao
T004198,U0272,2025-08-07,53.6,Mercadona Bilbao
T004199,U0272,2025-09-23,29.3,Mercadona Bilbao
T004200,U0273,2025-02-08,119.75,Mercadona Barcelona
T004201,U0273,2025-02-27,45.1,Mercadona Barcelona
T004202,U0273,2025-03-19,65.1,Mercadona Barcelona
T004203,U0273,2025-04-07,55.9,Mercadona Barcelona
T004204,U0273,2025-04-27,115.25,Mercadona Barcelona
T004205,U0273,2025-05-17,11.15,Mercadona Barcelona
T004206,U0273,2025-06-05,78.75,Mercadona Barcelona
T004207,U0273,2025-06-25,58.7,Mercadona Barcelona
T004208,U0273,2025-07-15,111.35,Mercadona Barcelona
T004209,U0273,2025-08-03,64.5,Mercadona Barcelona
T004210,U0273,2025-08-23,30.0,Mercadona Barcelona
T004211,U0273,2025-09-12,64.15,Mercadona Barcelona
T004212,U0273,2025-10-01,32.25,Mercadona Barcelona
T004213,U0273,2025-10-21,87.15,Mercadona Barcelona
T004214,U0274,2024-10-27,33.6,Mercadona Madrid
T004215,U0274,2024-11-25,18.5,Mercadona Madrid
T004216,U0274,2024-12-24,56.5,Mercadona Madrid
T004217,U0274,2025-01-22,50.1,Mercadona Madrid
T004218,U0274,2025-02-20,44.0,Mercadona Madrid
T004219,U0274,2025-03-21,26.1,Mercadona Madrid
T004220,U0274,2025-04-19,29.9,Mercadona Madrid
T004221,U0274,2025-05-19,21.9,Mercadona Madrid
T004222,U0274,2025-06-17,64.9,Mercadona Madrid
T004223,U0274,2025-07-16,16.6,Mercadona Madrid
T004224,U0274,2025-08-14,36.1,Mercadona Madrid
T004225,U0274,2025-09-12,48.1,Mercadona Madrid
T004226,U0274,2025-10-11,53.5,Mercadona Madrid
T004227,U0275,2024-08-07,98.1,Mercadona Bilbao
T004228,U0275,2024-09-17,109.1,Mercadona Bilbao
T004229,U0275,2024-10-29,117.3,Mercadona Bilbao
T004230,U0275,2024-12-10,128.7,Mercadona Bilbao
T004231,U0275,2025-01-21,118.1,Mercadona Bilbao
T004232,U0275,2025-03-04,118.2,Mercadona Bilbao
T004233,U0275,2025-04-14,110.8,Mercadona Bilbao
T004234,U0275,2025-05-26,93.5,Mercadona Bilbao
T004235,U0275,2025-07-07,43.6,Mercadona Bilbao
T004236,U0275,2025-08-18,102.7,Mercadona Bilbao
T004237,U0275,2025-09-29,73.3,Mercadona Bilbao
T004238,U0276,2025-05-29,52.4,Mercadona Valencia
T004239,U0276,2025-06-06,104.6,Mercadona Valencia
T004240,U0276,2025-06-15,118.2,Mercadona Valencia
T004241,U0276,2025-06-24,105.8,Mercadona Valencia
T004242,U0276,2025-07-02,133.4,Mercadona Valencia
T004243,U0276,2025-07-11,111.5,Mercadona Valencia
T004244,U0276,2025-07-20,105.1,Mercadona Valencia
T004245,U0276,2025-07-28,97.3,Mercadona Valencia
T004246,U0276,2025-08-06,65.1,Mercadona Valencia
T004247,U0276,2025-08-15,167.8,Mercadona Valencia
T004248,U0276,2025-08-23,50.6,Mercadona Valencia
T004249,U0276,2025-09-01,60.6,Mercadona Valencia
T004250,U0276,2025-09-10,144.7,Mercadona Valencia
T004251,U0276,2025-09-18,81.1,Mercadona Valencia
T004252,U0276,2025-09-27,110.2,Mercadona Valencia
T004253,U0276,2025-10-06,154.6,Mercadona Valencia
T004254,U0276,2025-10-14,85.6,Mercadona Valencia
T004255,U0276,2025-10-23,84.3,Mercadona Valencia
T004256,U0276,2025-11-01,134.3,Mercadona Valencia
T004257,U0277,2024-07-12,10.4,Mercadona Bilbao
T004258,U0277,2024-08-29,16.1,Mercadona Bilbao
T004259,U0277,2024-10-17,32.0,Mercadona Bilbao
T004260,U0277,2024-12-04,44.0,Mercadona Bilbao
T004261,U0277,2025-01-22,29.4,Mercadona Bilbao
T004262,U0277,2025-03-12,41.3,Mercadona Bilbao
T004263,U0277,2025-04-29,19.6,Mercadona Bilbao
T004264,U0277,2025-06-17,44.4,Mercadona Bilbao
T004265,U0277,2025-08-04,54.3,Mercadona Bilbao
T004266,U0277,2025-09-22,29.7,Mercadona Bilbao
T004267,U0278,2024-02-24,55.6,Mercadona Bilbao
T004268,U0278,2024-04-05,52.8,Mercadona Bilbao
T004269,U0278,2024-05-17,58.2,Mercadona Bilbao
T004270,U0278,2024-06-28,26.5,Mercadona Bilbao
T004271,U0278,2024-08-08,36.9,Mercadona Bilbao
T004272,U0278,2024-09-19,30.3,Mercadona Bilbao
T004273,U0278,2024-10-31,28.4,Mercadona Bilbao
T004274,U0278,2024-12-11,40.1,Mercadona Bilbao
T004275,U0278,2025-01-22,38.9,Mercadona Bilbao
T004276,U0278,2025-03-05,8.3,Mercadona Bilbao
T004277,U0278,2025-04-15,24.6,Mercadona Bilbao
T004278,U0278,2025-05-27,21.7,Mercadona Bilbao
T004279,U0278,2025-07-08,71.5,Mercadona Bilbao
T004280,U0278,2025-08-18,40.1,Mercadona Bilbao
T004281,U0278,2025-09-29,29.6,Mercadona Bilbao
T004282,U0279,2024-06-10,24.1,Mercadona Valencia
T004283,U0279,2024-07-12,21.8,Mercadona Valencia
T004284,U0279,2024-08-13,53.3,Mercadona Valencia
T004285,U0279,2024-09-15,30.2,Mercadona Valencia
T004286,U0279,2024-10-17,51.4,Mercadona Valencia
T004287,U0279,2024-11-18,33.9,Mercadona Valencia
T004288,U0279,2024-12-21,61.2,Mercadona Valencia
T004289,U0279,2025-01-22,46.6,Mercadona Valencia
T004290,U0279,2025-02-24,28.5,Mercadona Valencia
T004291,U0279,2025-03-28,27.8,Mercadona Valencia
T004292,U0279,2025-04-29,25.3,Mercadona Valencia
T004293,U0279,2025-06-01,35.1,Mercadona Valencia
T004294,U0279,2025-07-03,32.0,Mercadona Valencia
T004295,U0279,2025-08-04,38.0,Mercadona Valencia
T004296,U0279,2025-09-06,18.6,Mercadona Valencia
T004297,U0279,2025-10-08,47.6,Mercadona Valencia
T004298,U0280,2024-12-15,27.0,Mercadona Barcelona
T004299,U0280,2025-01-01,29.7,Mercadona Barcelona
T004300,U0280,2025-01-18,33.6,Mercadona Barcelona
T004301,U0280,2025-02-05,31.5,Mercadona Barcelona
T004302,U0280,2025-02-22,34.8,Mercadona Barcelona
T004303,U0280,2025-03-11,32.7,Mercadona Barcelona
T004304,U0280,2025-03-29,47.4,Mercadona Barcelona
T004305,U0280,2025-04-15,16.5,Mercadona Barcelona
T004306,U0280,2025-05-02,38.4,Mercadona Barcelona
T004307,U0280,2025-05-20,28.5,Mercadona Barcelona
T004308,U0280,2025-06-06,37.5,Mercadona Barcelona
T004309,U0280,2025-06-24,17.4,Mercadona Barcelona
T004310,U0280,2025-07-11,19.5,Mercadona Barcelona
T004311,U0280,2025-07-28,44.4,Mercadona Barcelona
T004312,U0280,2025-08-15,33.6,Mercadona Barcelona
T004313,U0280,2025-09-01,41.7,Mercadona Barcelona
T004314,U0280,2025-09-18,22.5,Mercadona Barcelona
T004315,U0280,2025-10-06,27.9,Mercadona Barcelona
T004316,U0280,2025-10-23,18.9,Mercadona Barcelona
T004317,U0281,2024-01-14,45.25,Mercadona Sevilla
T004318,U0281,2024-02-22,115.8,Mercadona Sevilla
T004319,U0281,2024-04-01,23.75,Mercadona Sevilla
T004320,U0281,2024-05-10,51.05,Mercadona Sevilla
T004321,U0281,2024-06-18,120.15,Mercadona Sevilla
T004322,U0281,2024-07-27,149.65,Mercadona Sevilla
T004323,U0281,2024-09-05,44.9,Mercadona Sevilla
T004324,U0281,2024-10-14,39.0,Mercadona Sevilla
T004325,U0281,2024-11-22,63.2,Mercadona Sevilla
T004326,U0281,2024-12-31,21.25,Mercadona Sevilla
T004327,U0281,2025-02-08,71.3,Mercadona Sevilla
T004328,U0281,2025-03-19,63.75,Mercadona Sevilla
T004329,U0281,2025-04-28,70.2,Mercadona Sevilla
T004330,U0281,2025-06-06,137.45,Mercadona Sevilla
T004331,U0281,2025-07-15,42.35,Mercadona Sevilla
T004332,U0281,2025-08-23,95.1,Mercadona Sevilla
T004333,U0281,2025-10-01,128.3,Mercadona Sevilla
T004334,U0282,2024-12-27,130.7,Mercadona Sevilla
T004335,U0282,2025-01-18,53.35,Mercadona Sevilla
T004336,U0282,2025-02-10,111.6,Mercadona Sevilla
T004337,U0282,2025-03-05,94.0,Mercadona Sevilla
T004338,U0282,2025-03-27,101.25,Mercadona Sevilla
T004339,U0282,2025-04-19,91.65,Mercadona Sevilla
T004340,U0282,2025-05-12,31.4,Mercadona Sevilla
T004341,U0282,2025-06-04,119.6,Mercadona Sevilla
T004342,U0282,2025-06-26,74.45,Mercadona Sevilla
T004343,U0282,2025-07-19,27.9,Mercadona Sevilla
T004344,U0282,2025-08-11,37.35,Mercadona Sevilla
T004345,U0282,2025-09-02,134.3,Mercadona Sevilla
T004346,U0282,2025-09-25,112.0,Mercadona Sevilla
T004347,U0282,2025-10-18,17.0,Mercadona Sevilla
T004348,U0283,2024-09-01,18.3,Mercadona Barcelona
T004349,U0283,2024-10-02,55.2,Mercadona Barcelona
T004350,U0283,2024-11-02,60.3,Mercadona Barcelona
T004351,U0283,2024-12-03,24.3,Mercadona Barcelona
T004352,U0283,2025-01-03,29.7,Mercadona Barcelona
T004353,U0283,2025-02-03,60.3,Mercadona Barcelona
T004354,U0283,2025-03-06,30.3,Mercadona Barcelona
T004355,U0283,2025-04-06,47.7,Mercadona Barcelona
T004356,U0283,2025-05-07,29.4,Mercadona Barcelona
T004357,U0283,2025-06-07,18.6,Mercadona Barcelona
T004358,U0283,2025-07-08,35.4,Mercadona Barcelona
T004359,U0283,2025-08-08,33.9,Mercadona Barcelona
T004360,U0283,2025-09-08,38.7,Mercadona Barcelona
T004361,U0283,2025-10-09,45.3,Mercadona Barcelona
T004362,U0284,2024-08-27,34.1,Mercadona Madrid
T004363,U0284,2024-10-06,26.7,Mercadona Madrid
T004364,U0284,2024-11-15,45.3,Mercadona Madrid
T004365,U0284,2024-12-24,36.4,Mercadona Madrid
T004366,U0284,2025-02-03,23.1,Mercadona Madrid
T004367,U0284,2025-03-15,45.5,Mercadona Madrid
T004368,U0284,2025-04-23,38.6,Mercadona Madrid
T004369,U0284,2025-06-03,37.1,Mercadona Madrid
T004370,U0284,2025-07-13,30.3,Mercadona Madrid
T004371,U0284,2025-08-22,10.0,Mercadona Madrid
T004372,U0284,2025-10-01,17.7,Mercadona Madrid
T004373,U0285,2024-12-21,40.5,Mercadona Bilbao
T004374,U0285,2025-01-17,30.0,Mercadona Bilbao
T004375,U0285,2025-02-13,26.7,Mercadona Bilbao
T004376,U0285,2025-03-12,34.8,Mercadona Bilbao
T004377,U0285,2025-04-08,42.9,Mercadona Bilbao
T004378,U0285,2025-05-05,43.2,Mercadona Bilbao
T004379,U0285,2025-06-01,45.6,Mercadona Bilbao
T004380,U0285,2025-06-28,59.7,Mercadona Bilbao
T004381,U0285,2025-07-25,60.9,Mercadona Bilbao
T004382,U0285,2025-08-21,22.2,Mercadona Bilbao
T004383,U0285,2025-09-17,30.6,Mercadona Bilbao
T004384,U0285,2025-10-14,18.3,Mercadona Bilbao
T004385,U0286,2025-05-13,35.4,Mercadona Valencia
T004386,U0286,2025-05-23,46.2,Mercadona Valencia
T004387,U0286,2025-06-03,48.6,Mercadona Valencia
T004388,U0286,2025-06-13,22.2,Mercadona Valencia
T004389,U0286,2025-06-24,43.5,Mercadona Valencia
T004390,U0286,2025-07-05,35.4,Mercadona Valencia
T004391,U0286,2025-07-15,53.1,Mercadona Valencia
T004392,U0286,2025-07-26,27.9,Mercadona Valencia
T004393,U0286,2025-08-06,38.1,Mercadona Valencia
T004394,U0286,2025-08-16,42.3,Mercadona Valencia
T004395,U0286,2025-08-27,40.2,Mercadona Valencia
T004396,U0286,2025-09-07,33.0,Mercadona Valencia
T004397,U0286,2025-09-17,14.4,Mercadona Valencia
T004398,U0286,2025-09-28,29.7,Mercadona Valencia
T004399,U0286,2025-10-09,44.7,Mercadona Valencia
T004400,U0286,2025-10-19,58.2,Mercadona Valencia
T004401,U0286,2025-10-30,21.0,Mercadona Valencia
T004402,U0287,2025-02-10,27.9,Mercadona Barcelona
T004403,U0287,2025-02-27,36.6,Mercadona Barcelona
T004404,U0287,2025-03-16,53.7,Mercadona Barcelona
T004405,U0287,2025-04-02,24.0,Mercadona Barcelona
T004406,U0287,2025-04-19,26.4,Mercadona Barcelona
T004407,U0287,2025-05-06,17.7,Mercadona Barcelona
T004408,U0287,2025-05-23,49.2,Mercadona Barcelona
T004409,U0287,2025-06-09,34.8,Mercadona Barcelona
T004410,U0287,2025-06-26,27.9,Mercadona Barcelona
T004411,U0287,2025-07-13,22.8,Mercadona Barcelona
T004412,U0287,2025-07-30,36.3,Mercadona Barcelona
T004413,U0287,2025-08-16,35.1,Mercadona Barcelona
T004414,U0287,2025-09-02,28.5,Mercadona Barcelona
T004415,U0287,2025-09-19,40.2,Mercadona Barcelona
T004416,U0287,2025-10-06,60.6,Mercadona Barcelona
T004417,U0287,2025-10-23,38.4,Mercadona Barcelona
T004418,U0288,2024-12-02,37.2,Mercadona Barcelona
T004419,U0288,2025-01-05,37.2,Mercadona Barcelona
T004420,U0288,2025-02-08,55.8,Mercadona Barcelona
T004421,U0288,2025-03-14,55.5,Mercadona Barcelona
T004422,U0288,2025-04-18,33.9,Mercadona Barcelona
T004423,U0288,2025-05-22,32.4,Mercadona Barcelona
T004424,U0288,2025-06-25,36.6,Mercadona Barcelona
T004425,U0288,2025-07-30,25.5,Mercadona Barcelona
T004426,U0288,2025-09-02,64.5,Mercadona Barcelona
T004427,U0288,2025-10-06,33.3,Mercadona Barcelona
T004428,U0289,2025-08-16,17.1,Mercadona Sevilla
T004429,U0289,2025-08-20,32.9,Mercadona Sevilla
T004430,U0289,2025-08-25,34.8,Mercadona Sevilla
T004431,U0289,2025-08-30,23.6,Mercadona Sevilla
T004432,U0289,2025-09-04,31.9,Mercadona Sevilla
T004433,U0289,2025-09-08,25.6,Mercadona Sevilla
T004434,U0289,2025-09-13,35.8,Mercadona Sevilla
T004435,U0289,2025-09-18,19.8,Mercadona Sevilla
T004436,U0289,2025-09-23,24.2,Mercadona Sevilla
T004437,U0289,2025-09-28,40.6,Mercadona Sevilla
T004438,U0289,2025-10-02,40.3,Mercadona Sevilla
T004439,U0289,2025-10-07,33.9,Mercadona Sevilla
T004440,U0289,2025-10-12,26.9,Mercadona Sevilla
T004441,U0289,2025-10-17,47.0,Mercadona Sevilla
T004442,U0289,2025-10-21,38.0,Mercadona Sevilla
T004443,U0289,2025-10-26,36.2,Mercadona Sevilla
T004444,U0289,2025-10-31,32.2,Mercadona Sevilla
T004445,U0289,2025-11-05,36.5,Mercadona Sevilla
T004446,U0290,2025-09-20,35.8,Mercadona Madrid
T004447,U0290,2025-09-23,93.15,Mercadona Madrid
T004448,U0290,2025-09-26,93.8,Mercadona Madrid
T004449,U0290,2025-09-30,137.5,Mercadona Madrid
T004450,U0290,2025-10-03,15.75,Mercadona Madrid
T004451,U0290,2025-10-07,108.8,Mercadona Madrid
T004452,U0290,2025-10-10,56.45,Mercadona Madrid
T004453,U0290,2025-10-13,81.4,Mercadona Madrid
T004454,U0290,2025-10-17,63.25,Mercadona Madrid
T004455,U0290,2025-10-20,26.55,Mercadona Madrid
T004456,U0290,2025-10-24,82.2,Mercadona Madrid
T004457,U0290,2025-10-27,85.5,Mercadona Madrid
T004458,U0290,2025-10-30,82.9,Mercadona Madrid
T004459,U0290,2025-11-03,34.7,Mercadona Madrid
T004460,U0290,2025-11-06,33.0,Mercadona Madrid
T004461,U0291,2025-07-11,37.1,Mercadona Valencia
T004462,U0291,2025-07-23,42.1,Mercadona Valencia
T004463,U0291,2025-08-04,48.5,Mercadona Valencia
T004464,U0291,2025-08-16,26.6,Mercadona Valencia
T004465,U0291,2025-08-28,45.8,Mercadona Valencia
T004466,U0291,2025-09-10,30.4,Mercadona Valencia
T004467,U0291,2025-09-22,44.6,Mercadona Valencia
T004468,U0291,2025-10-04,45.4,Mercadona Valencia
T004469,U0291,2025-10-16,34.5,Mercadona Valencia
T004470,U0291,2025-10-28,26.9,Mercadona Valencia
T004471,U0292,2024-05-01,61.6,Mercadona Bilbao
T004472,U0292,2024-06-04,89.4,Mercadona Bilbao
T004473,U0292,2024-07-09,103.7,Mercadona Bilbao
T004474,U0292,2024-08-13,164.7,Mercadona Bilbao
T004475,U0292,2024-09-17,86.9,Mercadona Bilbao
T004476,U0292,2024-10-22,156.4,Mercadona Bilbao
T004477,U0292,2024-11-26,88.2,Mercadona Bilbao
T004478,U0292,2024-12-31,115.0,Mercadona Bilbao
T004479,U0292,2025-02-04,164.3,Mercadona Bilbao
T004480,U0292,2025-03-10,156.4,Mercadona Bilbao
T004481,U0292,2025-04-14,100.1,Mercadona Bilbao
T004482,U0292,2025-05-19,109.6,Mercadona Bilbao
T004483,U0292,2025-06-23,113.8,Mercadona Bilbao
T004484,U0292,2025-07-28,158.9,Mercadona Bilbao
T004485,U0292,2025-09-01,73.6,Mercadona Bilbao
T004486,U0292,2025-10-06,138.2,Mercadona Bilbao
T004487,U0293,2024-11-15,120.0,Mercadona Madrid
T004488,U0293,2024-12-12,131.1,Mercadona Madrid
T004489,U0293,2025-01-09,127.9,Mercadona Madrid
T004490,U0293,2025-02-06,86.3,Mercadona Madrid
T004491,U0293,2025-03-05,160.6,Mercadona Madrid
T004492,U0293,2025-04-02,117.8,Mercadona Madrid
T004493,U0293,2025-04-30,59.4,Mercadona Madrid
T004494,U0293,2025-05-27,125.2,Mercadona Madrid
T004495,U0293,2025-06-24,104.3,Mercadona Madrid
T004496,U0293,2025-07-22,85.0,Mercadona Madrid
T004497,U0293,2025-08-18,103.3,Mercadona Madrid
T004498,U0293,2025-09-15,118.4,Mercadona Madrid
T004499,U0293,2025-10-13,57.5,Mercadona Madrid
T004500,U0294,2025-04-09,55.5,Mercadona Barcelona
T004501,U0294,2025-04-21,40.5,Mercadona Barcelona
T004502,U0294,2025-05-04,11.1,Mercadona Barcelona
T004503,U0294,2025-05-16,25.5,Mercadona Barcelona
T004504,U0294,2025-05-29,56.1,Mercadona Barcelona
T004505,U0294,2025-06-11,46.5,Mercadona Barcelona
T004506,U0294,2025-06-23,33.0,Mercadona Barcelona
T004507,U0294,2025-07-06,24.9,Mercadona Barcelona
T004508,U0294,2025-07-19,20.4,Mercadona Barcelona
T004509,U0294,2025-07-31,26.1,Mercadona Barcelona
T004510,U0294,2025-08-13,33.6,Mercadona Barcelona
T004511,U0294,2025-08-26,36.3,Mercadona Barcelona
T004512,U0294,2025-09-07,39.9,Mercadona Barcelona
T004513,U0294,2025-09-20,40.5,Mercadona Barcelona
T004514,U0294,2025-10-03,48.9,Mercadona Barcelona
T004515,U0294,2025-10-15,20.4,Mercadona Barcelona
T004516,U0294,2025-10-28,24.9,Mercadona Barcelona
T004517,U0295,2024-08-22,43.2,Mercadona Valencia
T004518,U0295,2024-10-01,34.5,Mercadona Valencia
T004519,U0295,2024-11-10,12.3,Mercadona Valencia
T004520,U0295,2024-12-21,33.6,Mercadona Valencia
T004521,U0295,2025-01-30,33.3,Mercadona Valencia
T004522,U0295,2025-03-12,23.4,Mercadona Valencia
T004523,U0295,2025-04-21,20.4,Mercadona Valencia
T004524,U0295,2025-06-01,65.4,Mercadona Valencia
T004525,U0295,2025-07-11,26.1,Mercadona Valencia
T004526,U0295,2025-08-21,47.4,Mercadona Valencia
T004527,U0295,2025-09-30,16.5,Mercadona Valencia
T004528,U0296,2024-04-14,25.3,Mercadona Sevilla
T004529,U0296,2024-05-22,22.6,Mercadona Sevilla
T004530,U0296,2024-06-29,41.7,Mercadona Sevilla
T004531,U0296,2024-08-07,33.8,Mercadona Sevilla
T004532,U0296,2024-09-14,44.1,Mercadona Sevilla
T004533,U0296,2024-10-22,21.1,Mercadona Sevilla
T004534,U0296,2024-11-30,50.8,Mercadona Sevilla
T004535,U0296,2025-01-07,31.6,Mercadona Sevilla
T004536,U0296,2025-02-14,23.0,Mercadona Sevilla
T004537,U0296,2025-03-25,29.2,Mercadona Sevilla
T004538,U0296,2025-05-02,40.6,Mercadona Sevilla
T004539,U0296,2025-06-09,28.8,Mercadona Sevilla
T004540,U0296,2025-07-18,22.7,Mercadona Sevilla
T004541,U0296,2025-08-25,27.4,Mercadona Sevilla
T004542,U0296,2025-10-02,38.9,Mercadona Sevilla
T004543,U0297,2024-03-03,17.8,Mercadona Madrid
T004544,U0297,2024-05-03,41.8,Mercadona Madrid
T004545,U0297,2024-07-04,30.0,Mercadona Madrid
T004546,U0297,2024-09-04,27.8,Mercadona Madrid
T004547,U0297,2024-11-04,63.6,Mercadona Madrid
T004548,U0297,2025-01-05,33.6,Mercadona Madrid
T004549,U0297,2025-03-08,18.4,Mercadona Madrid
T004550,U0297,2025-05-08,26.8,Mercadona Madrid
T004551,U0297,2025-07-09,36.2,Mercadona Madrid
T004552,U0297,2025-09-09,42.6,Mercadona Madrid
T004553,U0298,2025-08-20,127.3,Mercadona Madrid
T004554,U0298,2025-08-24,116.3,Mercadona Madrid
T004555,U0298,2025-08-28,126.4,Mercadona Madrid
T004556,U0298,2025-09-01,139.1,Mercadona Madrid
T004557,U0298,2025-09-05,118.5,Mercadona Madrid
T004558,U0298,2025-09-09,93.5,Mercadona Madrid
T004559,U0298,2025-09-13,92.6,Mercadona Madrid
T004560,U0298,2025-09-17,103.3,Mercadona Madrid
T004561,U0298,2025-09-21,156.2,Mercadona Madrid
T004562,U0298,2025-09-25,139.7,Mercadona Madrid
T004563,U0298,2025-09-30,134.3,Mercadona Madrid
T004564,U0298,2025-10-04,144.4,Mercadona Madrid
T004565,U0298,2025-10-08,113.8,Mercadona Madrid
T004566,U0298,2025-10-12,144.2,Mercadona Madrid
T004567,U0298,2025-10-16,110.6,Mercadona Madrid
T004568,U0298,2025-10-20,52.1,Mercadona Madrid
T004569,U0298,2025-10-24,181.7,Mercadona Madrid
T004570,U0298,2025-10-28,147.3,Mercadona Madrid
T004571,U0298,2025-11-01,65.1,Mercadona Madrid
T004572,U0298,2025-11-05,119.2,Mercadona Madrid
T004573,U0299,2024-01-20,33.7,Mercadona Sevilla
T004574,U0299,2024-03-01,25.9,Mercadona Sevilla
T004575,U0299,2024-04-11,38.4,Mercadona Sevilla
T004576,U0299,2024-05-22,27.1,Mercadona Sevilla
T004577,U0299,2024-07-03,37.8,Mercadona Sevilla
T004578,U0299,2024-08-13,20.7,Mercadona Sevilla
T004579,U0299,2024-09-23,41.0,Mercadona Sevilla
T004580,U0299,2024-11-03,24.6,Mercadona Sevilla
T004581,U0299,2024-12-15,18.9,Mercadona Sevilla
T004582,U0299,2025-01-25,15.3,Mercadona Sevilla
T004583,U0299,2025-03-07,36.1,Mercadona Sevilla
T004584,U0299,2025-04-17,21.4,Mercadona Sevilla
T004585,U0299,2025-05-29,32.6,Mercadona Sevilla
T004586,U0299,2025-07-09,27.3,Mercadona Sevilla
T004587,U0299,2025-08-19,25.3,Mercadona Sevilla
T004588,U0299,2025-09-29,31.2,Mercadona Sevilla
T004589,U0300,2025-04-13,69.1,Mercadona Sevilla
T004590,U0300,2025-04-30,36.7,Mercadona Sevilla
T004591,U0300,2025-05-18,37.95,Mercadona Sevilla
T004592,U0300,2025-06-04,149.7,Mercadona Sevilla
T004593,U0300,2025-06-22,98.55,Mercadona Sevilla
T004594,U0300,2025-07-09,144.9,Mercadona Sevilla
T004595,U0300,2025-07-27,70.85,Mercadona Sevilla
T004596,U0300,2025-08-14,71.6,Mercadona Sevilla
T004597,U0300,2025-08-31,66.95,Mercadona Sevilla
T004598,U0300,2025-09-18,12.3,Mercadona Sevilla
T004599,U0300,2025-10-05,23.9,Mercadona Sevilla
T004600,U0300,2025-10-23,111.6,Mercadona Sevilla
T004601,U0301,2025-01-08,67.3,Mercadona Sevilla
T004602,U0301,2025-02-07,28.1,Mercadona Sevilla
T004603,U0301,2025-03-10,58.2,Mercadona Sevilla
T004604,U0301,2025-04-09,51.6,Mercadona Sevilla
T004605,U0301,2025-05-10,36.0,Mercadona Sevilla
T004606,U0301,2025-06-10,39.2,Mercadona Sevilla
T004607,U0301,2025-07-10,40.6,Mercadona Sevilla
T004608,U0301,2025-08-10,38.1,Mercadona Sevilla
T004609,U0301,2025-09-09,22.8,Mercadona Sevilla
T004610,U0301,2025-10-10,42.3,Mercadona Sevilla
T004611,U0302,2024-10-12,64.9,Mercadona Sevilla
T004612,U0302,2024-11-20,126.7,Mercadona Sevilla
T004613,U0302,2024-12-29,117.2,Mercadona Sevilla
T004614,U0302,2025-02-07,91.7,Mercadona Sevilla
T004615,U0302,2025-03-18,73.1,Mercadona Sevilla
T004616,U0302,2025-04-27,86.3,Mercadona Sevilla
T004617,U0302,2025-06-05,91.7,Mercadona Sevilla
T004618,U0302,2025-07-14,92.5,Mercadona Sevilla
T004619,U0302,2025-08-23,134.0,Mercadona Sevilla
T004620,U0302,2025-10-01,115.4,Mercadona Sevilla
T004621,U0303,2024-06-16,21.2,Mercadona Bilbao
T004622,U0303,2024-07-20,33.9,Mercadona Bilbao
T004623,U0303,2024-08-23,42.7,Mercadona Bilbao
T004624,U0303,2024-09-26,34.4,Mercadona Bilbao
T004625,U0303,2024-10-30,15.6,Mercadona Bilbao
T004626,U0303,2024-12-03,38.9,Mercadona Bilbao
T004627,U0303,2025-01-06,28.3,Mercadona Bilbao
T004628,U0303,2025-02-09,37.0,Mercadona Bilbao
T004629,U0303,2025-03-16,23.2,Mercadona Bilbao
T004630,U0303,2025-04-19,43.2,Mercadona Bilbao
T004631,U0303,2025-05-23,17.8,Mercadona Bilbao
T004632,U0303,2025-06-26,15.8,Mercadona Bilbao
T004633,U0303,2025-07-30,24.6,Mercadona Bilbao
T004634,U0303,2025-09-02,51.0,Mercadona Bilbao
T004635,U0303,2025-10-06,29.6,Mercadona Bilbao
T004636,U0304,2025-05-03,33.2,Mercadona Madrid
T004637,U0304,2025-05-14,22.5,Mercadona Madrid
T004638,U0304,2025-05-26,30.5,Mercadona Madrid
T004639,U0304,2025-06-07,38.1,Mercadona Madrid
T004640,U0304,2025-06-19,21.9,Mercadona Madrid
T004641,U0304,2025-07-01,30.0,Mercadona Madrid
